"ensembl_gene_id","phylostratum","Description"
"ENSMUSG00000041358",11,"Olfactores  -  Craniata"
"ENSMUSG00000022715",11,"Olfactores  -  Craniata"
"ENSMUSG00000076771",11,"Olfactores  -  Craniata"
"ENSMUSG00000037972",11,"Olfactores  -  Craniata"
"ENSMUSG00000090520",11,"Olfactores  -  Craniata"
"ENSMUSG00000091860",11,"Olfactores  -  Craniata"
"ENSMUSG00000050666",11,"Olfactores  -  Craniata"
"ENSMUSG00000050961",11,"Olfactores  -  Craniata"
"ENSMUSG00000078783",11,"Olfactores  -  Craniata"
"ENSMUSG00000022505",11,"Olfactores  -  Craniata"
"ENSMUSG00000038055",11,"Olfactores  -  Craniata"
"ENSMUSG00000078657",11,"Olfactores  -  Craniata"
"ENSMUSG00000041991",11,"Olfactores  -  Craniata"
"ENSMUSG00000052415",11,"Olfactores  -  Craniata"
"ENSMUSG00000027907",11,"Olfactores  -  Craniata"
"ENSMUSG00000027800",11,"Olfactores  -  Craniata"
"ENSMUSG00000027801",11,"Olfactores  -  Craniata"
"ENSMUSG00000027864",11,"Olfactores  -  Craniata"
"ENSMUSG00000025871",11,"Olfactores  -  Craniata"
"ENSMUSG00000060935",11,"Olfactores  -  Craniata"
"ENSMUSG00000039257",11,"Olfactores  -  Craniata"
"ENSMUSG00000068232",11,"Olfactores  -  Craniata"
"ENSMUSG00000068231",11,"Olfactores  -  Craniata"
"ENSMUSG00000044248",11,"Olfactores  -  Craniata"
"ENSMUSG00000060724",11,"Olfactores  -  Craniata"
"ENSMUSG00000057592",11,"Olfactores  -  Craniata"
"ENSMUSG00000062818",11,"Olfactores  -  Craniata"
"ENSMUSG00000057092",11,"Olfactores  -  Craniata"
"ENSMUSG00000071909",11,"Olfactores  -  Craniata"
"ENSMUSG00000059187",11,"Olfactores  -  Craniata"
"ENSMUSG00000021395",11,"Olfactores  -  Craniata"
"ENSMUSG00000056313",11,"Olfactores  -  Craniata"
"ENSMUSG00000051682",11,"Olfactores  -  Craniata"
"ENSMUSG00000001247",11,"Olfactores  -  Craniata"
"ENSMUSG00000042379",11,"Olfactores  -  Craniata"
"ENSMUSG00000035104",11,"Olfactores  -  Craniata"
"ENSMUSG00000091409",11,"Olfactores  -  Craniata"
"ENSMUSG00000039546",11,"Olfactores  -  Craniata"
"ENSMUSG00000079208",11,"Olfactores  -  Craniata"
"ENSMUSG00000091224",11,"Olfactores  -  Craniata"
"ENSMUSG00000047613",11,"Olfactores  -  Craniata"
"ENSMUSG00000061376",11,"Olfactores  -  Craniata"
"ENSMUSG00000057395",11,"Olfactores  -  Craniata"
"ENSMUSG00000061022",11,"Olfactores  -  Craniata"
"ENSMUSG00000069280",11,"Olfactores  -  Craniata"
"ENSMUSG00000015966",11,"Olfactores  -  Craniata"
"ENSMUSG00000044024",11,"Olfactores  -  Craniata"
"ENSMUSG00000037973",11,"Olfactores  -  Craniata"
"ENSMUSG00000054005",11,"Olfactores  -  Craniata"
"ENSMUSG00000040987",11,"Olfactores  -  Craniata"
"ENSMUSG00000006611",11,"Olfactores  -  Craniata"
"ENSMUSG00000071893",11,"Olfactores  -  Craniata"
"ENSMUSG00000090346",11,"Olfactores  -  Craniata"
"ENSMUSG00000058923",11,"Olfactores  -  Craniata"
"ENSMUSG00000093696",11,"Olfactores  -  Craniata"
"ENSMUSG00000061208",11,"Olfactores  -  Craniata"
"ENSMUSG00000091541",11,"Olfactores  -  Craniata"
"ENSMUSG00000093785",11,"Olfactores  -  Craniata"
"ENSMUSG00000093635",11,"Olfactores  -  Craniata"
"ENSMUSG00000057981",11,"Olfactores  -  Craniata"
"ENSMUSG00000064259",11,"Olfactores  -  Craniata"
"ENSMUSG00000079088",11,"Olfactores  -  Craniata"
"ENSMUSG00000093692",11,"Olfactores  -  Craniata"
"ENSMUSG00000079087",11,"Olfactores  -  Craniata"
"ENSMUSG00000091484",11,"Olfactores  -  Craniata"
"ENSMUSG00000058731",11,"Olfactores  -  Craniata"
"ENSMUSG00000090999",11,"Olfactores  -  Craniata"
"ENSMUSG00000091855",11,"Olfactores  -  Craniata"
"ENSMUSG00000093523",11,"Olfactores  -  Craniata"
"ENSMUSG00000093411",11,"Olfactores  -  Craniata"
"ENSMUSG00000090271",11,"Olfactores  -  Craniata"
"ENSMUSG00000091382",11,"Olfactores  -  Craniata"
"ENSMUSG00000079752",11,"Olfactores  -  Craniata"
"ENSMUSG00000068426",11,"Olfactores  -  Craniata"
"ENSMUSG00000091346",11,"Olfactores  -  Craniata"
"ENSMUSG00000078465",11,"Olfactores  -  Craniata"
"ENSMUSG00000093679",11,"Olfactores  -  Craniata"
"ENSMUSG00000078463",11,"Olfactores  -  Craniata"
"ENSMUSG00000078462",11,"Olfactores  -  Craniata"
"ENSMUSG00000041750",11,"Olfactores  -  Craniata"
"ENSMUSG00000091077",11,"Olfactores  -  Craniata"
"ENSMUSG00000091278",11,"Olfactores  -  Craniata"
"ENSMUSG00000078826",11,"Olfactores  -  Craniata"
"ENSMUSG00000091904",11,"Olfactores  -  Craniata"
"ENSMUSG00000028076",11,"Olfactores  -  Craniata"
"ENSMUSG00000091495",11,"Olfactores  -  Craniata"
"ENSMUSG00000079195",11,"Olfactores  -  Craniata"
"ENSMUSG00000074738",11,"Olfactores  -  Craniata"
"ENSMUSG00000090276",11,"Olfactores  -  Craniata"
"ENSMUSG00000084845",11,"Olfactores  -  Craniata"
"ENSMUSG00000090694",11,"Olfactores  -  Craniata"
"ENSMUSG00000090359",11,"Olfactores  -  Craniata"
"ENSMUSG00000091610",11,"Olfactores  -  Craniata"
"ENSMUSG00000065990",11,"Olfactores  -  Craniata"
"ENSMUSG00000091699",11,"Olfactores  -  Craniata"
"ENSMUSG00000079077",11,"Olfactores  -  Craniata"
"ENSMUSG00000091653",11,"Olfactores  -  Craniata"
"ENSMUSG00000051041",11,"Olfactores  -  Craniata"
"ENSMUSG00000090775",11,"Olfactores  -  Craniata"
"ENSMUSG00000090844",11,"Olfactores  -  Craniata"
"ENSMUSG00000090768",11,"Olfactores  -  Craniata"
"ENSMUSG00000079818",11,"Olfactores  -  Craniata"
"ENSMUSG00000002985",11,"Olfactores  -  Craniata"
"ENSMUSG00000079820",11,"Olfactores  -  Craniata"
"ENSMUSG00000090670",11,"Olfactores  -  Craniata"
"ENSMUSG00000091464",11,"Olfactores  -  Craniata"
"ENSMUSG00000043939",11,"Olfactores  -  Craniata"
"ENSMUSG00000087666",11,"Olfactores  -  Craniata"
"ENSMUSG00000035885",11,"Olfactores  -  Craniata"
"ENSMUSG00000073386",11,"Olfactores  -  Craniata"
"ENSMUSG00000090428",11,"Olfactores  -  Craniata"
"ENSMUSG00000079817",11,"Olfactores  -  Craniata"
"ENSMUSG00000079815",11,"Olfactores  -  Craniata"
"ENSMUSG00000079813",11,"Olfactores  -  Craniata"
"ENSMUSG00000091958",11,"Olfactores  -  Craniata"
"ENSMUSG00000090789",11,"Olfactores  -  Craniata"
"ENSMUSG00000092141",11,"Olfactores  -  Craniata"
"ENSMUSG00000090288",11,"Olfactores  -  Craniata"
"ENSMUSG00000090734",11,"Olfactores  -  Craniata"
"ENSMUSG00000090705",11,"Olfactores  -  Craniata"
"ENSMUSG00000079201",11,"Olfactores  -  Craniata"
"ENSMUSG00000090719",11,"Olfactores  -  Craniata"
"ENSMUSG00000079199",11,"Olfactores  -  Craniata"
"ENSMUSG00000090910",11,"Olfactores  -  Craniata"
"ENSMUSG00000091632",11,"Olfactores  -  Craniata"
"ENSMUSG00000079080",11,"Olfactores  -  Craniata"
"ENSMUSG00000079079",11,"Olfactores  -  Craniata"
"ENSMUSG00000079078",11,"Olfactores  -  Craniata"
"ENSMUSG00000092010",11,"Olfactores  -  Craniata"
"ENSMUSG00000091023",11,"Olfactores  -  Craniata"
"ENSMUSG00000079785",11,"Olfactores  -  Craniata"
"ENSMUSG00000079766",11,"Olfactores  -  Craniata"
"ENSMUSG00000020660",11,"Olfactores  -  Craniata"
"ENSMUSG00000025468",11,"Olfactores  -  Craniata"
"ENSMUSG00000058174",11,"Olfactores  -  Craniata"
"ENSMUSG00000041607",11,"Olfactores  -  Craniata"
"ENSMUSG00000048388",11,"Olfactores  -  Craniata"
"ENSMUSG00000073131",11,"Olfactores  -  Craniata"
"ENSMUSG00000076775",11,"Olfactores  -  Craniata"
"ENSMUSG00000066457",11,"Olfactores  -  Craniata"
"ENSMUSG00000067771",11,"Olfactores  -  Craniata"
"ENSMUSG00000071745",11,"Olfactores  -  Craniata"
"ENSMUSG00000051397",11,"Olfactores  -  Craniata"
"ENSMUSG00000030790",11,"Olfactores  -  Craniata"
"ENSMUSG00000021679",11,"Olfactores  -  Craniata"
"ENSMUSG00000091948",11,"Olfactores  -  Craniata"
"ENSMUSG00000078426",11,"Olfactores  -  Craniata"
"ENSMUSG00000090557",11,"Olfactores  -  Craniata"
"ENSMUSG00000079132",11,"Olfactores  -  Craniata"
"ENSMUSG00000090909",11,"Olfactores  -  Craniata"
"ENSMUSG00000079131",11,"Olfactores  -  Craniata"
"ENSMUSG00000091924",11,"Olfactores  -  Craniata"
"ENSMUSG00000027508",11,"Olfactores  -  Craniata"
"ENSMUSG00000046082",11,"Olfactores  -  Craniata"
"ENSMUSG00000079288",11,"Olfactores  -  Craniata"
"ENSMUSG00000091979",11,"Olfactores  -  Craniata"
"ENSMUSG00000091364",11,"Olfactores  -  Craniata"
"ENSMUSG00000076835",11,"Olfactores  -  Craniata"
"ENSMUSG00000076836",11,"Olfactores  -  Craniata"
"ENSMUSG00000076838",11,"Olfactores  -  Craniata"
"ENSMUSG00000076841",11,"Olfactores  -  Craniata"
"ENSMUSG00000076842",11,"Olfactores  -  Craniata"
"ENSMUSG00000076843",11,"Olfactores  -  Craniata"
"ENSMUSG00000076865",11,"Olfactores  -  Craniata"
"ENSMUSG00000076866",11,"Olfactores  -  Craniata"
"ENSMUSG00000076867",11,"Olfactores  -  Craniata"
"ENSMUSG00000076832",11,"Olfactores  -  Craniata"
"ENSMUSG00000076844",11,"Olfactores  -  Craniata"
"ENSMUSG00000076845",11,"Olfactores  -  Craniata"
"ENSMUSG00000076851",11,"Olfactores  -  Craniata"
"ENSMUSG00000076855",11,"Olfactores  -  Craniata"
"ENSMUSG00000076860",11,"Olfactores  -  Craniata"
"ENSMUSG00000076864",11,"Olfactores  -  Craniata"
"ENSMUSG00000076829",11,"Olfactores  -  Craniata"
"ENSMUSG00000040694",11,"Olfactores  -  Craniata"
"ENSMUSG00000033152",11,"Olfactores  -  Craniata"
"ENSMUSG00000030917",11,"Olfactores  -  Craniata"
"ENSMUSG00000060802",11,"Olfactores  -  Craniata"
"ENSMUSG00000090295",11,"Olfactores  -  Craniata"
"ENSMUSG00000075340",11,"Olfactores  -  Craniata"
"ENSMUSG00000029070",11,"Olfactores  -  Craniata"
"ENSMUSG00000076928",11,"Olfactores  -  Craniata"
"ENSMUSG00000076611",11,"Olfactores  -  Craniata"
"ENSMUSG00000091606",11,"Olfactores  -  Craniata"
"ENSMUSG00000076715",11,"Olfactores  -  Craniata"
"ENSMUSG00000076724",11,"Olfactores  -  Craniata"
"ENSMUSG00000076744",11,"Olfactores  -  Craniata"
"ENSMUSG00000076746",11,"Olfactores  -  Craniata"
"ENSMUSG00000076747",11,"Olfactores  -  Craniata"
"ENSMUSG00000076749",11,"Olfactores  -  Craniata"
"ENSMUSG00000076754",11,"Olfactores  -  Craniata"
"ENSMUSG00000076755",11,"Olfactores  -  Craniata"
"ENSMUSG00000076463",11,"Olfactores  -  Craniata"
"ENSMUSG00000076465",11,"Olfactores  -  Craniata"
"ENSMUSG00000076466",11,"Olfactores  -  Craniata"
"ENSMUSG00000076468",11,"Olfactores  -  Craniata"
"ENSMUSG00000076470",11,"Olfactores  -  Craniata"
"ENSMUSG00000076471",11,"Olfactores  -  Craniata"
"ENSMUSG00000076472",11,"Olfactores  -  Craniata"
"ENSMUSG00000076473",11,"Olfactores  -  Craniata"
"ENSMUSG00000076475",11,"Olfactores  -  Craniata"
"ENSMUSG00000076477",11,"Olfactores  -  Craniata"
"ENSMUSG00000076478",11,"Olfactores  -  Craniata"
"ENSMUSG00000076479",11,"Olfactores  -  Craniata"
"ENSMUSG00000076480",11,"Olfactores  -  Craniata"
"ENSMUSG00000076481",11,"Olfactores  -  Craniata"
"ENSMUSG00000076490",11,"Olfactores  -  Craniata"
"ENSMUSG00000076498",11,"Olfactores  -  Craniata"
"ENSMUSG00000076499",11,"Olfactores  -  Craniata"
"ENSMUSG00000076759",11,"Olfactores  -  Craniata"
"ENSMUSG00000076760",11,"Olfactores  -  Craniata"
"ENSMUSG00000076764",11,"Olfactores  -  Craniata"
"ENSMUSG00000076781",11,"Olfactores  -  Craniata"
"ENSMUSG00000076782",11,"Olfactores  -  Craniata"
"ENSMUSG00000076783",11,"Olfactores  -  Craniata"
"ENSMUSG00000076784",11,"Olfactores  -  Craniata"
"ENSMUSG00000076785",11,"Olfactores  -  Craniata"
"ENSMUSG00000076786",11,"Olfactores  -  Craniata"
"ENSMUSG00000076788",11,"Olfactores  -  Craniata"
"ENSMUSG00000090868",11,"Olfactores  -  Craniata"
"ENSMUSG00000076795",11,"Olfactores  -  Craniata"
"ENSMUSG00000076796",11,"Olfactores  -  Craniata"
"ENSMUSG00000076797",11,"Olfactores  -  Craniata"
"ENSMUSG00000076802",11,"Olfactores  -  Craniata"
"ENSMUSG00000079098",11,"Olfactores  -  Craniata"
"ENSMUSG00000076805",11,"Olfactores  -  Craniata"
"ENSMUSG00000076806",11,"Olfactores  -  Craniata"
"ENSMUSG00000076807",11,"Olfactores  -  Craniata"
"ENSMUSG00000076808",11,"Olfactores  -  Craniata"
"ENSMUSG00000076809",11,"Olfactores  -  Craniata"
"ENSMUSG00000076810",11,"Olfactores  -  Craniata"
"ENSMUSG00000076811",11,"Olfactores  -  Craniata"
"ENSMUSG00000076813",11,"Olfactores  -  Craniata"
"ENSMUSG00000076815",11,"Olfactores  -  Craniata"
"ENSMUSG00000068810",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000046480",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000074754",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000071738",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000073085",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000079525",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000032089",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000022847",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000044165",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000043088",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000051777",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000027776",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000059412",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000046999",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000045009",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000034157",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000064177",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000048458",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000022877",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000055177",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000092072",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000027444",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000027443",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000027442",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000054142",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000027445",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000034175",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000004366",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000046275",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000056260",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000034686",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000033900",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000091137",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000091349",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000091173",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000091502",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000090390",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000052276",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000014599",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000036249",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000023940",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000045377",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000051339",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000061353",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000035686",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000035383",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000045114",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000049625",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000033799",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000018821",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000032517",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000054675",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000068744",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000025400",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000021194",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000079625",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000041669",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000044244",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000041046",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000074006",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000044034",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000024479",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000061762",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000068252",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000060034",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000071716",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000079481",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000073888",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000022824",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000091938",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000068696",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000073877",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000061980",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000067843",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000078736",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000057417",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000024128",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000078734",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000024125",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000068227",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000066202",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000071005",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000070563",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000027485",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000016984",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000030793",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000044066",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000062543",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000026668",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000073010",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000034845",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000087075",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000072511",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000043243",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000025163",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000036944",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000079019",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000038517",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000079450",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000049972",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000067402",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000071701",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000021290",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000071700",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000048766",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000043569",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000015090",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000039217",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000050549",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000026943",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000057977",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000047261",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000030344",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000047631",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000028459",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000048668",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000091682",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000001520",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000047462",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000022598",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000036208",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000079295",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000070823",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000050394",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000045319",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000029122",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000042757",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000026830",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000052013",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000033187",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000052303",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000074111",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000039854",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000079751",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000072969",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000054040",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000070551",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000050870",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000062329",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000050425",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000070546",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000072964",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000020279",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000036185",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000016982",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000057439",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000063478",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000031424",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000075517",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000072704",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000030200",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000045744",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000032718",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000071493",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000079064",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000027635",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000028703",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000046408",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000039556",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000059201",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000005465",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000078815",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000053338",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000054594",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000079654",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000073413",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000064330",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000026295",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000027643",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000028701",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000053560",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000058818",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000026937",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000062760",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000074417",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000074419",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000089942",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000030427",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000090550",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000045684",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000063919",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000070732",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000047356",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000032053",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000036027",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000079539",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000026936",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000063838",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000070873",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000062524",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000069080",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000078810",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000021585",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000022385",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000023210",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000031937",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000044055",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000020415",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000004296",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000043311",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000004371",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000035228",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000074402",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000091652",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000034584",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000078808",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000074401",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000090794",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000090776",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000092579",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000058631",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000092423",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000058399",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000041681",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000046974",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000071112",12,"Craniata  -  Euteleostomi"
"ENSMUSG00000040413",12,"Craniata  -  Euteleostomi"
